title,seller,rating,reviews,price,seller_level,video_consultation
I will analyze raw data to exponentiate growth,Aryan K,,,51,,False
I will excel vba power bi sql automation analysis,Shailesh,,,19,,False
I will review analyze and generate reports for financial data,Mitchell Fisher,,,47,,False
I will analyze survey and research data for meaningful insights,Ernest O,,,93,,False
I will do regression and time series analysis,Johannes M.,5.0,35,463,Level 2,False
I will excel data cleaning and formatting data analysis and visualization combine PDF,Karanjot Singh,5.0,2,14,Level 1,False
I will be your excel and google sheets expert,Riab J,5.0,49,28,Level 2,False
I will do eda data cleansing and visualization using python,Shakeel,5.0,1,10,Level 1,False
I will do data analysis visualization and prediction in python,Muhammad Tayyab,,,14,,False
I will provide expert excel support for analysis and reporting,Eldad G,,,24,,False
I will analyze data with microsoft excel,Oyedele Akande,,,93,,False
I will perform professional statistical analysis and data insights,Adel O,,,10,,False
I will do econometrics and statistical analysis,Akinsika O,5.0,1,74,Level 1,False
I will build automated and insightful power bi report,Attaur R,4.9,6,28,Level 1,False
I will create custom power bi dashboard and deneb visuals,Ryan,4.9,7,47,Top Rated,True
